"filename", "language", "TypeScript", "MS SQL", "TypeScript JSX", "JSON", "JavaScript", "PostCSS", "comment", "blank", "total"
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/clients/ClientSectionTabs.tsx", "TypeScript JSX", 0, 0, 41, 0, 0, 0, 3, 6, 50
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/collections/SaveToCollectionButton.tsx", "TypeScript JSX", 0, 0, 37, 0, 0, 0, 1, 6, 44
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/collections/SaveToCollectionModal.tsx", "TypeScript JSX", 0, 0, 210, 0, 0, 0, 3, 16, 229
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/layout/AppShell.tsx", "TypeScript JSX", 0, 0, -2, 0, 0, 0, 0, 0, -2
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/layout/InstallAppButton.tsx", "TypeScript JSX", 0, 0, 76, 0, 0, 0, 1, 9, 86
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/layout/PageContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -6, -1, -7
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/layout/Sidebar.tsx", "TypeScript JSX", 0, 0, 126, 0, 0, 0, 217, 139, 482
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/property/MediaGallery.tsx", "TypeScript JSX", 0, 0, 112, 0, 0, 0, -12, 1, 101
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/property/MediaSliderModal.tsx", "TypeScript JSX", 0, 0, 128, 0, 0, 0, 10, 17, 155
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/property/MediaUploadModal.tsx", "TypeScript JSX", 0, 0, 236, 0, 0, 0, 2, 28, 266
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/property/MessageModal.tsx", "TypeScript JSX", 0, 0, 83, 0, 0, 0, 6, 6, 95
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/property/PropertyAgentsTable.tsx", "TypeScript JSX", 0, 0, 15, 0, 0, 0, -4, 2, 13
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/property/PropertyDetails.tsx", "TypeScript JSX", 0, 0, 37, 0, 0, 0, -10, 3, 30
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/property/PropertySectionTabs.tsx", "TypeScript JSX", 0, 0, 34, 0, 0, 0, 2, 5, 41
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/property/ShareMultiplePropertiesModal.tsx", "TypeScript JSX", 0, 0, 14, 0, 0, 0, -1, 6, 19
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/shortlists/AddToShortlistModal.tsx", "TypeScript JSX", 0, 0, 286, 0, 0, 0, 11, 22, 319
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/context/AuthContext.tsx", "TypeScript JSX", 0, 0, 9, 0, 0, 0, -26, -4, -21
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/context/PwaInstallContext.tsx", "TypeScript JSX", 0, 0, 17, 0, 0, 0, 1, 4, 22
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/hooks/usePwaInstall.ts", "TypeScript", 65, 0, 0, 0, 0, 0, 3, 14, 82
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/lib/api.ts", "TypeScript", 3, 0, 0, 0, 0, 0, -14, -3, -14
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/lib/fetcher.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 1, 1, 19
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/lib/serverApi.ts", "TypeScript", 35, 0, 0, 0, 0, 0, -14, 3, 24
"/Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/proxy.ts", "TypeScript", 20, 0, 0, 0, 0, 0, -6, 1, 15
"Total", "-", 1083, 856, 3378, 7, 8, 94, 1308, 1039, 7773
