"filename", "language", "JavaScript", "JSON", "TypeScript", "XML", "TypeScript JSX", "JSON with Comments", "PostCSS", "Markdown", "MS SQL", "Docker", "comment", "blank", "total"
"/Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260429143941_add_shared_ingestion/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 12, 16, 69
"/Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260501172033_add_listing_last_activity/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 3
"/Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260502073635_add_listing_last_seen_at/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 3
"/Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260510110537_add_wa_auth_state/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 2, 9
"/Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260512153233_add_google_auth/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 8, 2, 13
"/Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260512170720_add_plan_selected/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 3
"/Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260513041225_add_media_storage_system/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 30, 20, 97
"/Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/seed.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 15, 136
"/Users/zerone/Documents/Coding/projectProp/apps/backend/railway.json", "JSON", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"/Users/zerone/Documents/Coding/projectProp/apps/backend/scripts/backfill-agent-property-count.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 5, 10, 45
"/Users/zerone/Documents/Coding/projectProp/apps/backend/scripts/backfill-agents.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 4, 6, 29
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/ai/property-parser/ai-parser/ai-parser.module.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/ai/property-parser/ai-parser/ai-parser.service.ts", "TypeScript", 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 282, 134, 631
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/ai/property-parser/ai-parser/ai-parser.types.ts", "TypeScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 8, 11, 56
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/ai/property-parser/ai-parser/extract-property.prompt.ts", "TypeScript", 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 4, 3, 147
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/app.controller.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/app.controller.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 15, 8, 33
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/app.module.ts", "TypeScript", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 2, 6, 61
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/app.service.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/auth.controller.ts", "TypeScript", 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 29, 24, 201
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/auth.module.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/auth.service.ts", "TypeScript", 0, 0, 387, 0, 0, 0, 0, 0, 0, 0, 46, 73, 506
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/constants.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/decorators/current-user.decorator.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 7, 1, 16
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/decorators/roles.decorator.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 14, 2, 23
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/dto/auth.dto.ts", "TypeScript", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 1, 10, 67
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/guards/auth.guards.ts", "TypeScript", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 17, 13, 80
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/helpers/require-role.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/jwt-payload.interface.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/strategies/google.strategy.ts", "TypeScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 3, 34
"/Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/strategies/jwt-access.strategy.ts", "TypeScript", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 3, 6, 61
